web-scraper-order,web-scraper-start-url,idName,idName-href,name,image-src,candidateConnection,contactLinks1,contactLinks1-href,contactLinks2,contactLinks2-href,contactLinks3,contactLinks3-href,contactLinks4,contactLinks4-href,contactLinks5,contactLinks5-href,contactLinks6,contactLinks6-href,campaignWebsite
"1587945260-396","https://thegoodparty.org/scrape/candidates?onlyNoData=true","180|Vic Abundis||House","https://ballotpedia.org/Victor_Abundis","Victor Abundis","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","null","Campaign website","http://realvicfor13.com/","Campaign Facebook","https://www.facebook.com/vicforcongress/","Campaign Twitter","https://www.twitter.com/SlickVic5446","null","","null","","null","","null"
"1587945057-358","https://thegoodparty.org/scrape/candidates?onlyNoData=true","667|Rob Barrett||Senate","https://ballotpedia.org/Rob_Barrett_Jr.","Rob Barrett Jr.","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","null","Campaign website","https://www.robbarrettforsenate.com/","Campaign Facebook","https://www.facebook.com/RobBarrettforSenate/","Campaign Twitter","https://www.twitter.com/robsenate","Personal Facebook","https://www.facebook.com/robbarrettjr","null","","null","","null"
"1587945391-422","https://thegoodparty.org/scrape/candidates?onlyNoData=true","252|Ross Lajeunesse||Senate","https://ballotpedia.org/Ross_LaJeunesse","Ross LaJeunesse","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Ross_LaJeunesse.jpg","null","Campaign website","https://www.rossformaine.com/","Campaign Facebook","https://www.facebook.com/RossForMaine/","Campaign Twitter","https://www.twitter.com/rossformaine","null","","null","","null","","null"
"1587944987-343","https://thegoodparty.org/scrape/candidates?onlyNoData=true","803|Mike Vilardi||House","https://ballotpedia.org/Michael_Vilardi","Michael Vilardi","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","null","Campaign website","https://www.vilardi2020.com/experience","Campaign Twitter","https://www.twitter.com/mikevilardi","Personal Facebook","https://www.facebook.com/mike.vilardi","null","","null","","null","","null"
"1587945169-380","https://thegoodparty.org/scrape/candidates?onlyNoData=true","365|Christopher  Milton||Senate","https://ballotpedia.org/Christopher_Hawkins_Critter_Milton","Christopher Hawkins Critter Milton","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","null","Campaign website","https://crittermilton.com/","Campaign Twitter","https://www.twitter.com/crittermilton","Personal Facebook","https://www.facebook.com/critter.milton","null","","null","","null","","null"
"1587945040-354","https://thegoodparty.org/scrape/candidates?onlyNoData=true","697|Liam O'Mara||House","https://ballotpedia.org/William_O'Mara","William O'Mara","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/wm.jpg","<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">I'm Liam O'Mara, and I'm running for Congress. 
I'm a working-class kid from a union family. My great-grandfather helped found the longshore union, and my dad retired after fifty years on the waterfront. My mother ran a daycare and was an SEIU member. I never expected to go to college, and didn't until I was thirty years old. I've worked as a fry cook, a longshoreman, and a computer nerd. I saved my money, took on loans, and finished a Ph.D. in history. I've been teaching college for twelve years, and my students have taught me a lot about where we are as a society. 
My story is an American story. But it's a lot harder than it used to be, and getting harder. Wages have been stagnant for forty years. Decent housing and a good job are out of reach for many. Health care costs have exploded. But productivity climbs and corporations make record profits. The American Dream is dying, and our politicians have been killing it.
It doesn't have to be this way. Washington used to help balance growth and the needs of society. I'm running to make sure it gets back to work - for all of us.</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>I want Medicare for all, so people can move jobs without losing benefits, and millions of people can stop relying on emergency rooms to get the care they need.  I want paid sick and family leave for all, like every other developed country offers, so people don't have to choose between their health and their rent. </li>
					<li>I want a $15 an hour federal minimum wage, so that people working full time can afford a dignified and independent life, and so their spending can drive growth. </li>
					<li>I want tuition-free public colleges so that our young people can pick up the skills they need for a 21st-century economy. </li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">Health care.
Wages.
Housing.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Who do you look up to? Whose example would you like to follow, and why?</p>
				<p class=""survey-response"">My grandfather Jim taught me a lot about patience and helping others.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is the first historical event that happened in your lifetime that you remember? How old were you at the time?</p>
				<p class=""survey-response"">I was six years old in 1980 when Ronald Reagan was elected - the same year my parents divorced. That was a tough year.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was your very first job? How long did you have it?</p>
				<p class=""survey-response"">If unpaid, docent/guide at Cabrillo Marine Museum. If paid, maintenance &amp; janitorial at Knott's Berry Farm. Both summer jobs - the first in the summers when I was 14 &amp; 15, the second the summer I was 16.</p>
			</div>","Campaign website","https://www.liamomara.org/","Campaign Facebook","https://www.facebook.com/liamomaraiv/","Campaign Twitter","https://www.twitter.com/LiamOMaraIV","Personal Facebook","https://www.facebook.com/womaraiv","null","","null","","null"
"1587945316-407","https://thegoodparty.org/scrape/candidates?onlyNoData=true","10|Al Lemmo||House","https://ballotpedia.org/Alfred_Lemmo","Alfred Lemmo","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/alemmo.jpg","null","Campaign website","https://lemmo2congress.com/","Campaign Facebook","https://www.facebook.com/LemmoToCongress/","Campaign Twitter","https://www.twitter.com/lemmotocongress","null","","null","","null","","null"
"1587945077-362","https://thegoodparty.org/scrape/candidates?onlyNoData=true","632|Chris Jacobs||House","https://ballotpedia.org/Christopher_Jacobs","Christopher Jacobs","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Chris_Jacobs.jpg","null","Campaign website","https://www.jacobs4congress.com/","Campaign Facebook","https://www.facebook.com/Jacobs4Congress/","Campaign Twitter","https://www.twitter.com/JacobsNY27","null","","null","","null","","<ul><li>Chris wants to take his skills gained in the public, private and non-profit sector and his passion for positive change to be your New York State Senator. He wants to fight to reform Albany is culture of corruption, put control back in the hands of local school districts and governments, and end our state is reputation as having the highest taxed citizens in the United States.</li></ul>
<ul><li>Western New York has had some tough times over the last several decades, we are finally starting to climb out of this economic hole. Chris believes we have much more to do to create a true and long term job creating economic comeback in Western New York. It is critical that our leaders make decisions that our right for our community so we continue this positive momentum.</li></ul>
<ul><li>Decisions that are right for our community, not Albany and certainly not New York City! This New York City mindset has been very damaging to Western New York and it needs to stop. We need to empower local communities again with more decision making power and resources because they know best the needs of their community.</li></ul>
<ul><li>Chris believes that with a state government as a partner and no longer a problem, a state government that empowers local communities instead of a burden to them, Western New York can continue this positive momentum and achieve the long term comeback it deserves!<sup id=""cite_ref-quotedisclaimer_5-0"" class=""reference""><a href=""#cite_note-quotedisclaimer-5"">[5]</a></sup></li></ul>"
"1587945449-430","https://thegoodparty.org/scrape/candidates?onlyNoData=true","179|John Bergman|incumbent|House","https://ballotpedia.org/Jack_Bergman","Jack Bergman","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jack_Bergman.jpg","null","Official website","https://bergman.house.gov/","Official Facebook","https://www.facebook.com/RepJackBergman/","Official Twitter","https://www.twitter.com/RepJackBergman","Campaign Facebook","https://www.facebook.com/bergmanforcongress/","null","","null","","<ul><li><b>Jobs and Opportunity</b>: Every Michigander knows that freedom leads to prosperity. We need streamlined regulations that help create jobs and economic growth. A less cumbersome regulatory system will mean higher wages for workers across our congressional district and more opportunity for all.</li></ul>
<ul><li><b>Taxes</b>: We need tax reform that simplifies and lowers the tax rate for everyone. I support a fairer system that eliminates deductions for special interests who hire lobbying firms. This will help keep taxes low for everyone and create a more free and prosperous nation.</li></ul>
<ul><li><b>Balance the Budget</b>: Our debt is over $18 trillion, and we owe a substantial portion of that to China. Our children and grandchildren will be saddled with a bill that will lead to a worsened standard of living. That is not acceptable and why I support a balanced budget amendment to the Constitution. The president and Congress should not be allowed to spend away our future because they are afraid to make difficult decisions today.</li></ul>
<ul><li><b>Pro-life</b>: The first inalienable right described in the Declaration of Independence is the right to life, and the job of Congress is to protect our rights, not take them away. That includes the lives of those yet unborn. Rather than treating pregnancy or children as a problem, we should work together to create a society that welcomes them into our communities with loving and open arms. We must remember that every person is a unique child of God, full of potential. As a member of Congress, I will protect the unborn and move the pro-life message forward.</li></ul>
<ul><li><b>The Second Amendment</b>: For over two centuries the Second Amendment has guaranteed that our fellow citizens have the right to protect themselves. The right to bear arms is not just about hunting or target practice—it’s about being a free nation. I will protect the Second Amendment.</li></ul>
<p><sup id=""cite_ref-quotedisclaimer_56-0"" class=""reference""><a href=""#cite_note-quotedisclaimer-56"">[56]</a></sup>
</p>"
"1587945351-415","https://thegoodparty.org/scrape/candidates?onlyNoData=true","672|Katherine Landing||House","https://ballotpedia.org/Kathy_Landing","Kathy Landing","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KathyLanding.jpg","<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response""></p><p><span style=""color: rgb(51, 51, 51); font-family: &quot;Libre Franklin&quot;, Helvetica, Arial, sans-serif; font-size: 16px;"">Conservative Republican Kathy Landing is a successful job-creating businesswoman, financial planner, community leader, public servant, military wife and proud mother. She has the education and experience to win back the First Congressional District of South Carolina for conservative values and common sense solutions. Kathy has 35 years of financial planning experience and a Masters degree in financial planning. She built her business from zero to a highly successful practice, working with three generations of many families. As a result, she understands the importance of protecting taxpayers' hard-earned money, and Kathy's efforts have earned her recognition as a Who's Who of International Business and Professional Women.</span></p><p><span style=""color: rgb(51, 51, 51); font-family: &quot;Libre Franklin&quot;, Helvetica, Arial, sans-serif; font-size: 16px;"">Kathy and her husband of 35 years, Joe are the proud parents of two grown children, Kristie and Joseph.</span></p><p><span style=""color: rgb(51, 51, 51); font-family: &quot;Libre Franklin&quot;, Helvetica, Arial, sans-serif; font-size: 16px;"">Elected to Mount Pleasant Town Council in 2017, Kathy chairs the Town's Economic Development Committee and serves on the Finance Committee that has advanced balanced budgets with no tax increases year-after-year helping ensure the Town remains one of the most fiscally sound in the nation with a AAA bond rating.</span></p><p><span style=""color: rgb(51, 51, 51); font-family: &quot;Libre Franklin&quot;, Helvetica, Arial, sans-serif; font-size: 16px;"">Kathy serves on the board and volunteers with numerous charities throughout the community. For more information, please visit www.kathylanding.com.</span></p><p></p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li><p><span style=""color: rgb(51, 51, 51); font-family: &quot;Libre Franklin&quot;, Helvetica, Arial, sans-serif; font-size: 16px; white-space: normal;"">There are currently no financial planners nor investment advisors in Congress. The number one job of a financial planner is to help create a budget and help individuals, families, and businesses pay for their current and future goals. We need an experienced financial planner in Congress.</span></p></li>
					<li><p><span style=""color: rgb(51, 51, 51); font-family: &quot;Libre Franklin&quot;, Helvetica, Arial, sans-serif; font-size: 16px; white-space: normal;"">Washington has too many attention-grabbing, negative politicians. Kathy is a strong, informed leader who works well with others to solve problems and cut through all the noise.</span></p></li>
					<li><p><span style=""color: rgb(51, 51, 51); font-family: &quot;Libre Franklin&quot;, Helvetica, Arial, sans-serif; font-size: 16px; white-space: normal;"">The government has gotten way out of hand with too many rules outside the intention of the Constitution. Kathy is an original intent Constitutionalist who believes that rolling back a lot of policy and securing the freedoms that our Founding Fathers, the framers, and our military have fought and died for is of the utmost importance.</span></p></li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">Kathy is most passionate about protecting American taxpayers and individual liberties. Healthcare is the number one concern of most Americans as the costs have skyrocketed and are out of control. We need to address costs through free-market competition and avoid many of the unintended consequences of the ACA. The second concern is the deficit and debt. We need to pass a full budget negotiated by Congress to control the purse strings as the Constitution demands. We also need to make the most of our strong economy by using this time to shore up our bottom line on essential costs like Social Security, Medicare, and Medicaid as well as the interest on our debt. Kathy has the training and knowledge to work with others to move these issues forward and solve problems for all Americans.</p>
			</div>","Campaign website","https://www.kathylanding.com/","Campaign Facebook","https://www.facebook.com/KathyLandingSC1/","Campaign Twitter","https://www.twitter.com/KathyLandingSC1","Personal Facebook","https://www.facebook.com/kathy.landing","Personal Twitter","https://www.twitter.com/KathyLanding","null","","null"
"1587944999-345","https://thegoodparty.org/scrape/candidates?onlyNoData=true","795|Matt Truong||House","https://ballotpedia.org/Matthew_Truong","Matthew Truong","https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png","null","Campaign website","http://www.mvga.us/","Campaign Facebook","https://www.facebook.com/mvgaus/","Campaign Twitter","https://www.twitter.com/MvgaUs","null","","null","","null","","null"
"1587945052-357","https://thegoodparty.org/scrape/candidates?onlyNoData=true","671|Mel Gagarin||House","https://ballotpedia.org/Melquiades_Gagarin","Melquiades Gagarin","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Melquiades_Gagarin.jpg","<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">My name is Melquiades Gagarin. I'm a stay-at-home dad, a community advocate, and a progressive candidate for New York's Sixth Congressional District. I was born in Elmhurst to a Puerto-Rican mother and a Filipino immigrant father. I was raised by my mom, a single parent and 1199SEIU nurse, and my abuela. As a Congressional Aide, I worked across all levels of government to help solve problems for people in the community. I have worked towards advancing gender, racial, and economic justice at organizations such as the NAACP Legal Defense Fund, Planned Parenthood of New York City, and the College and Community Fellowship, as well as at the intersection of all three when working for access to higher education for justice-impacted folks. Recently, I was a field lead for Tiffany Cabán's District Attorney race in Queens.

I'm running to fight for a just future for all people, including those who have been marginalized: the working class, people of color, immigrants, our elders, and our LGBTQIA+ neighbors. I am refusing contributions from corporate PACs, big real estate, fossil fuel, and weapon manufacturers. I live in Kew Gardens with my wife Aleda, our three beautiful children, and our dachshund, Chewbacca.  
</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>We need a Congress that will represent and work for all people, champion economic and social justice, take bold action on our climate crisis, prioritize healthcare and housing as fundamental human rights, and work in coalition with those closest to problems when designing policy solutions.   </li>
					<li>For many Americans, the ability to enjoy retirement free of economic insecurity has become increasingly difficult with rising costs of housing and healthcare. We need to expand the social safety net to fill in the current gaps between Medicare, Medicaid, and Social Security. As states face a looming pension crisis, more and more families are caught between caring for their elders and providing for the children's futures, while threatening their own retirement plans. A Golden Years Security Act is necessary to care for our elders and to assist families manage long term care costs.</li>
					<li>We are facing a global climate crisis that will require true mass mobilization to effect a Green New Deal. Only bold leadership that is ready to put aside corporate interests and put forth legislation that implements Green New Deal solutions can truly transform our economy and meet the challenges we face. A bold and holistic Green New Deal must work towards intergenerational equity by bolstering labor and providing union jobs and protections, as well as a homes guarantee. </li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">Our criminal justice system disproportionately punishes and harms black and brown folks, as it, unfortunately, was designed to do. I will fight to end our nation's mass incarceration crisis as well as propose and champion legislation to address the root causes that fuel our system, including ending private prison contracts, passing the REAL Act, and ending the war on drugs.

I worked alongside justice-impacted individuals to eliminate barriers to higher education for currently and formerly incarcerated people. The coalition that I worked with succeeded in introducing the REAL Act in Congress, which would restore Pell Grant access to incarcerated students, and subsequently partnered with the Obama DOE to launch the Pell Pilot Program. That bill is still sitting in Congress, despite studies that show access to higher education while incarcerated leads to lower recidivism rates and improved outcomes for impacted individuals and their families. I will fight for its passage to restore the harm done by the 1994 Crime Bill.

I also fully support legalizing marijuana as well as vacating and expunging all past marijuana-related convictions. Legalized marijuana revenue should be reinvested in the communities that have been most adversely impacted by the War on Drugs and racist \""broken windows\"" policing. Black Americans are four times as likely to get arrested for marijuana as white Americans, despite both populations having similar rates of marijuana use. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What characteristics or principles are most important for an elected official?</p>
				<p class=""survey-response"">As people, our liberation is bound to one another. When injustice exists, elected officials must have the courage to persevere until all can claim justice. I am running for Congress because too often, thoughts and prayers are given in lieu of leadership. Courage to persevere means taking bold actions, such as legislative protections for the immigrant families being separated at the border. Courage to persevere means doing the diligent and gritty work of leading, even when it's difficult. Ultimately, this means acknowledging that the full potential of any elected office can only be achieved when there are concrete policy solutions to the current economic and racial injustices that exist. Those that want to keep their jobs hide behind platitudes and co-sponsorships; those that uphold their duty present bold ideas and champion them.
</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is the first historical event that happened in your lifetime that you remember? How old were you at the time?</p>
				<p class=""survey-response"">The first historical event that happened in my lifetime was the Challenger explosion. However, the most significant was September 11th. The grief I felt for my city was immeasurable. That moment changed me, it changed our country, and it changed the world. I was a 19 year old kid when the war in Afghanistan began. Now I'm 37 years old with three kids of my own, and we have been at war their entire lives. We need to end the forever wars. As a Congressional aide, I worked closely with service members as a liaison to the Department of Veteran's Affairs. As a member of Congress, I will fight for those who have and continue to serve in wars, to ensure the VA is properly funded, and to strengthen mental health programming outreach to servicemembers. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you could be any fictional character, who would you want to be?</p>
				<p class=""survey-response"">Luke Skywalker
</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is something that has been a struggle in your life?</p>
				<p class=""survey-response"">I have been very open about struggling with depression and anxiety. We face a mental health crisis, and the lack of public discourse as well as associated stigma leaves many living in the shadows struggling in silence. I have learned to manage my mental health issues and want to use this lived experience to help address the crisis that so many in my generation are faced with. This is part of the reason I will champion true, single-payer Medicare for All that includes access to mental health services, and why unlike my opponent, I won't take money from health giant PACs.
</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Do you believe that it's beneficial for representatives to have previous experience in government or politics?</p>
				<p class=""survey-response"">I believe it's beneficial for representatives to have previous experience to the extent that they understand the political and legislative process, but lived experiences shape how people view problems and solutions. I do have professional experience as a former congressional aide, having represented large parts of the 6th Congressional District. I advocated on the Hill alongside criminal justice reformers and I organized across Queens as part of a movement to build a more just future for the nation's most diverse county. My lived experience as a person of color growing up in a working-class, immigrant family best equips me to understand the struggles Americans are facing today, as well as the policy solutions needed to remedy them.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you perceive to be the United States’ greatest challenges as a nation over the next decade?</p>
				<p class=""survey-response"">One of the United States' greatest challenges as a nation is housing. While an improving economy has benefited real estate and land development corporations, wages are not keeping up with rising housing prices and rent. In Queens alone, countless working families are being priced out of their neighborhoods, and the number of people experiencing homelessness is increasing. 

Housing is a human right. I will fight for guaranteed affordable housing for all and introduce legislation to create millions of new social housing units by 2050 - building upon recommendations by the People's Policy Project and The People's Action Homes Guarantee. 

</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Is there a particular representative, past or present, whom you want to model yourself after?</p>
				<p class=""survey-response"">I'm inspired by Representative Alexandria Ocasio-Cortez for being a bold leader since her first day in office. Her electoral victory, and her policies, embody what a working-class powered movement looks like. The future of Queens, and of our nation, relies on growing that movement, standing up for progressive values, and leading on policies that will bring justice to our communities. I am the only true progressive candidate in New York's Sixth District, prioritizing issues including Affordable Housing for All, true single-payer Medicare for All, the Green New Deal, abolishing ICE, and public banking. I am the only candidate that has signed the Sunrise Movement's No Fossil Fuel Pledge and CODEPINK's pledge to refuse money from weapon manufacturers as well as to divest from war.</p>
			</div>","Campaign website","https://melforprogress.com/","Campaign Facebook","https://www.facebook.com/melforprogress/","Campaign Twitter","https://www.twitter.com/MelforProgress","null","","null","","null","","null"
"1587945067-360","https://thegoodparty.org/scrape/candidates?onlyNoData=true","646|Michael Lapierre||Senate","https://ballotpedia.org/Michael_LaPierre","Michael LaPierre","https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/mlapierre.jpg","<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response""> I am a born again Christian who desires to see my faith lived out in both private and public without restraint. I believe that the free exercise of one's faith is the primary foundational building block from which everything else flows. I am a former business executive who is now an author and entrepreneur. I am running to implement term limits, defend life, 2nd amendment freedoms and bring true Conservatism back to the Senate seat from South Carolina.</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>Work tirelessly to overturn Roe v. Wade and protect life</li>
					<li>Oppose all forms of legislation that are aimed at controlling our guns and limiting our right to bear arms and the right to due process under the law </li>
					<li>Limit myself to 2 terms and propose legislation for term limits at the congressional level that will help diminish the influence of lobbyists, professional political operatives, and other institution bureaucrats who are more concerned with power than they are with laws that promote the general welfare of our state and country</li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">· Work tirelessly to overturn Roe v. Wade 
· Oppose all forms of legislation that are aimed at controlling our guns and limiting our right to bear arms and the right to due process under the law 
· Drive and support legislation that will help South Carolinians thrive economically
· Propose and support all legislation that removes regulatory barriers and unnecessary red tape
· Support a Constitutional Amendment that defines marriage between a man and a woman 
· Advocate for an educational system that brings primary responsibility back to the state level through strategic initiatives including vouchers, ESA accounts, tax credits, and private school choice
· Limit myself to 2 terms and propose legislation for term limits at the congressional level that will help diminish the influence of lobbyists, professional political operatives, and other institution bureaucrats who are more concerned with power than they are with laws that promote the general welfare of our state and country
· Donate a majority of my salary to charity and other nonprofit institutions in order to take a leadership position on this issue and set the tone for future elected Senators from South Carolina and beyond 
· Refuse the elite health care program offered to U.S. Senators and maintain my current middle class participant \""share program\""
· Expose the socialist element on our shores and work to educate the people of South Carolina of its devastating and negative impact to liberty andfreedom</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Who do you look up to? Whose example would you like to follow, and why?</p>
				<p class=""survey-response"">Jesus Christ my Lord and Savior. He is my inspiration and also sets aspirational standards of excellence.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Is there a book, essay, film, or something else you would recommend to someone who wants to understand your political philosophy?</p>
				<p class=""survey-response"">A Covenant: Responsible Citizenship and Godly Conversation</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What characteristics or principles are most important for an elected official?</p>
				<p class=""survey-response"">integrity, truth, and a belief in a Creator-God.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What qualities do you possess that you believe would make you a successful officeholder?</p>
				<p class=""survey-response"">I believe in the foundational principles of the Bible. I have a Christian leadership worldview. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you believe are the core responsibilities for someone elected to this office?</p>
				<p class=""survey-response"">Defending the Constitution of the United States of America and passing legislation that will keep our citizens safe, healthy, and thriving economically. We must be inspire our citizens to be virtuous people and build that \""Shining City on a Hill.\""   </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What legacy would you like to leave?</p>
				<p class=""survey-response"">i want to help bring back a focus on traditional family values, virtue, and religion. I want to make legislative decisions that are in line with my core beliefs.   </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is the first historical event that happened in your lifetime that you remember? How old were you at the time?</p>
				<p class=""survey-response"">The Watergate scandal broke in my formative years and I was glued to the television set.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was your very first job? How long did you have it?</p>
				<p class=""survey-response"">I started working in my early teens mopping floors in a restaurant. I ended up working there for a couple of years.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is your favorite book? Why?</p>
				<p class=""survey-response"">The Christian History of the Constitution of the United States of America. It is chock full of the real history of America. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you could be any fictional character, who would you want to be?</p>
				<p class=""survey-response"">Underdog. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was the last song that got stuck in your head?</p>
				<p class=""survey-response"">How Great Thou Art </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is something that has been a struggle in your life?</p>
				<p class=""survey-response"">There were periods in my early childhood where we were dirt poor. It help me grow as a person. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you perceive to be the United States’ greatest challenges as a nation over the next decade?</p>
				<p class=""survey-response"">Diversifying our supply chain so that China does not wield such a disproportionate influence in global trade. We must break down the walls of the Separation of Church and State where citizens can freely exercise their religious beliefs without censure. We must restore traditional academic standards of excellence in the classroom where the fundamentals of grammar, dialectic, and rhetorical skills sets are taught. In the educational front, we must move beyond a secular humanist worldview approach and indoctrination, while allowing  prayer and Christian values back into our public schools.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What qualities does the U.S. Senate possess that makes it unique as an institution?</p>
				<p class=""survey-response"">It is a collegial body that possesses those who are great strategic thinkers and have compassion for those they serve. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Do you believe that it’s beneficial for senators to have previous experience in government or politics?</p>
				<p class=""survey-response"">No. I do not. I believe that public servants from all walks of life can greatly impact the office of Senate. Those who have the depth of experience and a panoramic understanding of the issues will add great value to the body </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you think of the filibuster?</p>
				<p class=""survey-response"">I like the filibuster. It provides a means for those in the minority to weigh in and be counted. Our Founding Fathers meticulously labored over the construction of our Constitution so that it would be a slow moving and deliberative body.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What criteria would you apply when deciding whether to confirm presidential appointees?</p>
				<p class=""survey-response"">Integrity, depth of experience, and those who hold to an original and traditional understanding of our Constitution.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Do you believe it’s beneficial to build relationships with other senators?</p>
				<p class=""survey-response"">Relationship building is a vital part of governing. True leaders build relationships and bridges with others.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you are not a current senator, are there certain committees that you would want to be a part of?</p>
				<p class=""survey-response"">(1) Committee on Energy and Natural Resources (2) Committee on Science, Commerce, and Transportation (2) Committee on Ethics (Select)  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you are not currently a member of your party’s leadership in the U.S. Senate, would you be interested in joining the leadership? If so, in what role?</p>
				<p class=""survey-response"">I am a born leader and would want to impact my party's leadership. I have been called to serve.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Is there a particular senator, past or present, whom you want to model yourself after?</p>
				<p class=""survey-response"">Daniel Webster.  </p>
			</div>","Campaign website","https://lapierreforsenate.com/","Campaign Facebook","https://www.facebook.com/lapierreforsenate","Campaign Twitter","https://www.twitter.com/lapierre4senate","null","","null","","null","","null"
